Han character,Source,Source 2,Location,Provider,Contributor,Contributed Date
"{珍,真}鳥{仔,囝}, 啄 菠菠(鼠麴草), 三歲 {昵仔,伲囝} 會 唱歌. {不,伓}是 {爸嬭,罷奶} 教 奴 唱, 是 奴 腹佬 有 經歌.","游桂香. 閩東學館[EB/OL]. 馬祖民俗文化館, [2020-10-29]. http://folklore.dbodm.com/index.php?code=list&flag=detail&ids=252&article_id=12.",,masu,游桂香,关彳山,2020-10-29
