Han character,Meaning,Source,Source 2,Location,Year,Provider,Age,Pronunciation Provider,Audio,Tag,Contributor,Contributed Date
"搓 丸 {其,㞢}搓搓, 年年 節節 高. 大{人,儂} 添 福壽, {妮仔,伲囝} 歲數 多.",,"游桂香. 歲時禮俗 — 我們都是這樣過一年[EB/OL]. 馬祖民俗文化館, [2020-10-30]. http://folklore.dbodm.com/index.php?code=list&flag=detail&ids=252&article_id=10. “搓丸其搓搓，依奶疼依哥，依哥有老媽(老婆)，依弟單身哥；搓丸其搓搓，年年節節高，大人添福壽，妮仔歲數多”",,masu,,,,,,,关彳山,2020-10-30
