Han character,Source,Source 2,Location,Provider,Age,Title,Contributor,Contributed Date
"月 光光, 照 {地堂,池塘}, 做 儂 新婦 野 心酸. 蜀 厝 儂 食 飯 配 肥肉, 奴 食 凊 飯 蕃薯 湯. 月 光光, 照 牆頭, 做 儂 新婦 目滓 流. 蜀 厝 大 {小,嫩} 都 去 {睡,睏}, 奴着 {磨,礱} 粟 洗 灶頭.",,,liji,,,月光光,关彳山,2020-10-14
