Title,Han character,Meaning,Contributor,Contribute Date
婚庆唱诗,"婆为媳妇来添花{呀,吓}，欢迎新人{到,来遘}新家{呀,吓}。媳妇就当亲生女{呀,吓}，敬婆像敬亲爹妈{呀,吓}。添花添出婆媳爱{呀,吓}，亲朋戚友众口夸{呀,吓}。今{年,旦}添花添喜气{呀,吓}，明年添丁抱娃娃{呀,吓}。",,关彳山,
