Han Character	Bàng-uâ Lò̤-mā-cê	Yngping	Mandarin Trans.	Chapter	Tag	Contributor
蜀螺穷，兩螺富；三螺開酒庫，四螺無飯食；五螺做乞食，六螺圓車車；七螺做老爹，八螺是廟祝；九螺會當家，十螺管天下。	Siŏh lòi gṳ̀ng, lâng lòi bó; săng lòi kŭi ciū-kó, sé lòi mò̤ buông siăh; ngô lòi có̤ ké̤ṳk-siăh, lĕ̤k lòi ièng-chiă-chiă; chék lòi có̤ lō̤-diă, báik lòi sê miêu-cé̤ṳk; gāu lòi â̤ dŏng-gă, sĕk lòi guāng tiĕng-hâ.				猜拳	Guanchishan@GitHub
