Title,Han character,Meaning,Chapter No.,Chapter,Contribute Date,Contributor
指纹歌,"{一,蜀}螺穷, {二,两}螺富, 三螺开酒库, 四螺{没,无}饭{吃,食}, 五螺做乞食①, 六螺圆{车车,珠珠}②, 七螺做老爹③, 八螺是庙祝④, 九螺会当家, 十螺管天下.","①乞食：乞丐。②圆{车车,珠珠}：形容人的富态。③老爹：大官。④庙祝：寺庙中管香火的人。",1,数字歌,2020-10-12,关彳山
