Han Character,Bàng-u? Lò?-mā-cê,Yngping,Mandarin Trans.,Meaning,ISO 639-6,Sex,Age,Region,Contributor,Contributor from,Author,Date,Title,Chapter,Chapter URL,Tag
蜀螺穷，兩螺富；三螺開酒庫，四螺無飯食；五螺做乞食，六螺圓車車；七螺做老爹，八螺是廟祝；九螺會當家，十螺管天下。,"Si?h lòi g??ng, l?ng lòi bó; s?ng lòi k?i ciū-kó, sé lòi mò? bu?ng si?h; ng? lòi có? ké??k-si?h, l??k lòi ièng-chi?-chi?; chék lòi có? lō?-di?, báik lòi sê miêu-cé??k; gāu lòi ?? d?ng-g?, s?k lòi guāng ti?ng-h?.",,,,,,,,Guanchishan,GitHub,"王建華, 林月仙, 林惠萍, 張秀玲, 陳秀玲, 陳蕙蓉, 劉玉金, 鄭秀芸, etc",,福州語,,,猜拳
