title,content,注释,录入者
百样诸娘,东西南北尽人家，讲起诸娘百样花。 麻面诸娘爱涂粉，癞头诸娘爱戴花。 定虫①诸娘食无做，勤俭诸娘会做家②。 读书诸娘八道理③，烂拌④诸娘无洗脚。 惊症⑤诸娘少讲话，好高诸娘假巴师⑥。 性急诸娘会拍囝⑦，呆恶诸娘爱冤家⑧。 奸狡⑨诸娘惊侬客⑩，不孝诸娘骂台家⑪。 肯做诸娘会起早，懒汉诸娘贪酥巴⑫。 有福诸娘做奶奶⑬，纳闷⑭诸娘曝不燋。,①定虫：不爱干活。 ②做家：勤俭持家。 ③八道理：知道讲道理。 ④烂拌：不讲卫生。 ⑤惊症：害怕在人前说话。 ⑥假巴师：假装很精通的样子。 ⑦拍囝：打孩子。 ⑧爱冤家：爱跟人吵架。 ⑨奸狡：吝啬，小气。 ⑩惊侬客：怕家里来客人。 ⑪台家：婆婆。 ⑫贪酥巴：贪图快乐。 ⑬奶奶：太太。 ⑭纳闷：头脑不清楚，有点傻。,山月
