Title	Han character	YngPing	Mandarin Trans.	Meaning	ISO 639-6	Tag	Contributor	Contribute Date
奴是平腳嫂	奴是平{腳,骹}嫂①，{人,儂}樣生得好。{欲,卜}做小生意，裡②城賣蜜棗。{唐晡,丈夫}{毛,無}本事，日日捧餅籮③。			①平{腳,骹}嫂：指鄉村不纏足之婦女。②裡：進也。③餅籮：竹筐。	masu		关彳山	2020-02-12
