Han character,Source,Provider,Contributor
"月 光光, 照 洪塘. 騎 竹馬, 過 洪塘. 洪塘 水 深 不得 渡, 娘子 撐 船 來 接 郎. 問 郎 長, 問 郎 短, 問 郎 此 去 何時 返.",鄭敏鍾. 一、方言概說[M]//傳統詩詞福州方言吟唱淺說: 吟聲玉振. 2016: 4. “福州方言起于何時，亦難悉知，于吟唱則亦知甚少。福州對傳統詩詞吟唱興起，或溯唐代觀察使常衮授之童謠：‘月光光照洪塘，騎竹馬過洪塘，洪塘水深不得渡，娘子撐船來接郎。’後若間時，有好謠者賡續兩句云：‘問郎長，問郎短，問郎此去何時返。’”,鄭敏鍾,关彳山
